[2023-09-22 16:36:27,966] [StartupInfoLogger.java:55] [INFO ] Starting KogitoApplication using Java 17.0.3 on DESKTOP-C4TJF0B with PID 16396 (C:\Users\jlvassent\travail\AGIPI\FormationDrools\questionnaire-drools\TP-3-rules\target\classes started by jlvassent in C:\Users\jlvassent\travail\AGIPI\FormationDrools\questionnaire-drools\TP-3-rules)
"[2023-09-22 16:36:59,784] [Util.java:11] [DEBUG] --------- Start Main ruleflow : Finit ---------
"[2023-09-22 16:37:03,085] [Util.java:11] [DEBUG] --------- Start Main ruleflow : Init ---------
"[2023-09-22 16:37:03,086] [Util.java:11] [DEBUG] com.adis.rules.tp - Creation des Rubrique Etude
"[2023-09-22 16:37:03,088] [Util.java:11] [DEBUG] com.adis.rules.tp - Ajout de la question sur le sport
"[2023-09-22 16:37:03,090] [Util.java:11] [DEBUG] com.adis.rules.tp - Question sport niveau 2 pour Accident_10
"[2023-09-22 16:37:03,092] [Util.java:11] [DEBUG] com.adis.rules.tp - Reponse sport niveau 2 pour Accident_25
"[2023-09-22 16:37:03,093] [Util.java:11] [DEBUG] com.adis.rules.tp - Reponse sport niveau 2 pour Accident_26
"[2023-09-22 16:37:03,094] [Util.java:11] [DEBUG] com.adis.rules.tp - Reponse sport niveau 2 pour Accident_27
"[2023-09-22 16:37:03,094] [Util.java:11] [DEBUG] com.adis.rules.tp - Reponse sport niveau 2 pour Accident_28
"[2023-09-22 16:37:03,095] [Util.java:11] [DEBUG] com.adis.rules.tp - Reponse sport niveau 2 pour Accident_29
"[2023-09-22 16:37:03,095] [Util.java:11] [DEBUG] com.adis.rules.tp - Reponse sport niveau 2 pour Accident_30
"[2023-09-22 16:37:03,096] [Util.java:11] [DEBUG] com.adis.rules.tp - Reponse sport niveau 2 pour Accident_31
"[2023-09-22 16:37:03,097] [Util.java:11] [DEBUG] --------- Start Main ruleflow : Finit ---------
"[2023-09-22 16:50:08,758] [Util.java:11] [DEBUG] --------- Start Main ruleflow : Init ---------
"[2023-09-22 16:50:08,760] [Util.java:11] [DEBUG] com.adis.rules.tp - Creation des Rubrique Etude
"[2023-09-22 16:50:08,762] [Util.java:11] [DEBUG] com.adis.rules.tp - Ajout de la question sur le sport
"[2023-09-22 16:50:08,763] [Util.java:11] [DEBUG] com.adis.rules.tp - Question sport niveau 2 pour Accident_16
"[2023-09-22 16:50:08,766] [Util.java:11] [DEBUG] com.adis.rules.tp - Reponse sport niveau 2 pour Accident_84
"[2023-09-22 16:50:08,767] [Util.java:11] [DEBUG] com.adis.rules.tp - Reponse sport niveau 2 pour Accident_85
"[2023-09-22 16:50:08,767] [Util.java:11] [DEBUG] com.adis.rules.tp - Reponse sport niveau 2 pour Accident_86
"[2023-09-22 16:50:08,767] [Util.java:11] [DEBUG] com.adis.rules.tp - Reponse sport niveau 2 pour Accident_87
"[2023-09-22 16:50:08,768] [Util.java:11] [DEBUG] com.adis.rules.tp - Reponse sport niveau 2 pour Accident_88
"[2023-09-22 16:50:08,768] [Util.java:11] [DEBUG] com.adis.rules.tp - Reponse sport niveau 2 pour Accident_89
"[2023-09-22 16:50:08,769] [Util.java:11] [DEBUG] com.adis.rules.tp - Reponse sport niveau 2 pour Accident_90
"[2023-09-22 16:50:08,769] [Util.java:11] [DEBUG] com.adis.rules.tp - Reponse sport niveau 2 pour Accident_91
"[2023-09-22 16:50:08,769] [Util.java:11] [DEBUG] com.adis.rules.tp - Reponse sport niveau 2 pour Accident_92
"[2023-09-22 16:50:08,770] [Util.java:11] [DEBUG] com.adis.rules.tp - Reponse sport niveau 2 pour Accident_93
"[2023-09-22 16:50:08,770] [Util.java:11] [DEBUG] com.adis.rules.tp - Reponse sport niveau 2 pour Accident_94
"[2023-09-22 16:50:08,770] [Util.java:11] [DEBUG] com.adis.rules.tp - Reponse sport niveau 2 pour Accident_95
"[2023-09-22 16:50:08,771] [Util.java:11] [DEBUG] com.adis.rules.tp - Reponse sport niveau 2 pour Accident_96
"[2023-09-22 16:50:08,772] [Util.java:11] [DEBUG] com.adis.rules.tp - Reponse sport niveau 2 pour Accident_97
"[2023-09-22 16:50:08,772] [Util.java:11] [DEBUG] com.adis.rules.tp - Reponse sport niveau 2 pour Accident_98
"[2023-09-22 16:50:08,773] [Util.java:11] [DEBUG] com.adis.rules.tp - Reponse sport niveau 2 pour Accident_99
"[2023-09-22 16:50:08,773] [Util.java:11] [DEBUG] com.adis.rules.tp - Reponse sport niveau 2 pour Accident_100
"[2023-09-22 16:50:08,773] [Util.java:11] [DEBUG] com.adis.rules.tp - Reponse sport niveau 2 pour Accident_101
"[2023-09-22 16:50:08,774] [Util.java:11] [DEBUG] com.adis.rules.tp - Reponse sport niveau 2 pour Accident_102
"[2023-09-22 16:50:08,774] [Util.java:11] [DEBUG] --------- Start Main ruleflow : Finit ---------
"[2023-09-22 16:50:09,911] [Util.java:11] [DEBUG] --------- Start Main ruleflow : Init ---------
"[2023-09-22 16:50:09,912] [Util.java:11] [DEBUG] com.adis.rules.tp - Creation des Rubrique Etude
"[2023-09-22 16:50:09,914] [Util.java:11] [DEBUG] com.adis.rules.tp - Ajout de la question sur le sport
"[2023-09-22 16:50:09,916] [Util.java:11] [DEBUG] com.adis.rules.tp - Question sport niveau 2 pour Accident_16
"[2023-09-22 16:50:09,917] [Util.java:11] [DEBUG] com.adis.rules.tp - Reponse sport niveau 2 pour Accident_84
"[2023-09-22 16:50:09,917] [Util.java:11] [DEBUG] com.adis.rules.tp - Reponse sport niveau 2 pour Accident_85
"[2023-09-22 16:50:09,918] [Util.java:11] [DEBUG] com.adis.rules.tp - Reponse sport niveau 2 pour Accident_86
"[2023-09-22 16:50:09,918] [Util.java:11] [DEBUG] com.adis.rules.tp - Reponse sport niveau 2 pour Accident_87
"[2023-09-22 16:50:09,919] [Util.java:11] [DEBUG] com.adis.rules.tp - Reponse sport niveau 2 pour Accident_88
"[2023-09-22 16:50:09,919] [Util.java:11] [DEBUG] com.adis.rules.tp - Reponse sport niveau 2 pour Accident_89
"[2023-09-22 16:50:09,919] [Util.java:11] [DEBUG] com.adis.rules.tp - Reponse sport niveau 2 pour Accident_90
"[2023-09-22 16:50:09,920] [Util.java:11] [DEBUG] com.adis.rules.tp - Reponse sport niveau 2 pour Accident_91
"[2023-09-22 16:50:09,920] [Util.java:11] [DEBUG] com.adis.rules.tp - Reponse sport niveau 2 pour Accident_92
"[2023-09-22 16:50:09,921] [Util.java:11] [DEBUG] com.adis.rules.tp - Reponse sport niveau 2 pour Accident_93
"[2023-09-22 16:50:09,921] [Util.java:11] [DEBUG] com.adis.rules.tp - Reponse sport niveau 2 pour Accident_94
"[2023-09-22 16:50:09,921] [Util.java:11] [DEBUG] com.adis.rules.tp - Reponse sport niveau 2 pour Accident_95
"[2023-09-22 16:50:09,922] [Util.java:11] [DEBUG] com.adis.rules.tp - Reponse sport niveau 2 pour Accident_96
"[2023-09-22 16:50:09,922] [Util.java:11] [DEBUG] com.adis.rules.tp - Reponse sport niveau 2 pour Accident_97
"[2023-09-22 16:50:09,922] [Util.java:11] [DEBUG] com.adis.rules.tp - Reponse sport niveau 2 pour Accident_98
"[2023-09-22 16:50:09,923] [Util.java:11] [DEBUG] com.adis.rules.tp - Reponse sport niveau 2 pour Accident_99
"[2023-09-22 16:50:09,923] [Util.java:11] [DEBUG] com.adis.rules.tp - Reponse sport niveau 2 pour Accident_100
"[2023-09-22 16:50:09,923] [Util.java:11] [DEBUG] com.adis.rules.tp - Reponse sport niveau 2 pour Accident_101
"[2023-09-22 16:50:09,924] [Util.java:11] [DEBUG] com.adis.rules.tp - Reponse sport niveau 2 pour Accident_102
"[2023-09-22 16:50:09,924] [Util.java:11] [DEBUG] --------- Start Main ruleflow : Finit ---------
"
